"Date","facility_name","Admissions","Attendance","Tri_1","Tri_2","Tri_3","Tri_4","Tri_5"
2013-08-13,"Swan District Hospital",10,118,0,22,42,49,4
2013-08-13,"Rockingham General Hospital",18,161,0,19,61,73,8
2013-08-13,"Joondalup Health Campus",75,246,0,29,88,117,12
2013-08-14,"Royal Perth Hospital",68,185,0,38,65,68,12
2013-08-14,"Fremantle Hospital",74,141,0,31,58,44,6
2013-08-14,"Princess Margaret Hospital For Children",42,227,0,9,70,146,0
2013-08-14,"King Edward Memorial Hospital For Women",3,44,0,0,0,28,14
2013-08-14,"Sir Charles Gairdner Hospital",91,144,0,49,56,35,3
2013-08-14,"Armadale/Kelmscott District Memorial Hospital",22,165,0,18,63,82,0
2013-08-14,"Swan District Hospital",22,118,0,29,45,32,11
2013-08-14,"Rockingham General Hospital",27,136,0,15,59,59,0
2013-08-14,"Joondalup Health Campus",62,247,0,19,95,126,7
2013-08-15,"Royal Perth Hospital",89,206,4,38,77,77,10
2013-08-15,"Fremantle Hospital",65,156,0,32,51,58,13
2013-08-15,"Princess Margaret Hospital For Children",31,195,0,10,49,133,3
2013-08-15,"King Edward Memorial Hospital For Women",6,44,0,0,5,21,18
2013-08-15,"Sir Charles Gairdner Hospital",105,148,5,38,79,26,0
2013-08-15,"Armadale/Kelmscott District Memorial Hospital",28,156,0,18,58,69,11
2013-08-15,"Swan District Hospital",18,111,0,20,43,45,0
2013-08-15,"Rockingham General Hospital",14,123,0,8,36,76,0
2013-08-15,"Joondalup Health Campus",69,219,0,17,99,99,3
2013-08-16,"Royal Perth Hospital",110,223,5,40,89,81,7
2013-08-16,"Fremantle Hospital",61,133,4,18,53,54,4
2013-08-16,"Princess Margaret Hospital For Children",35,194,0,11,57,122,3
2013-08-16,"King Edward Memorial Hospital For Women",4,43,0,0,5,26,11
2013-08-16,"Sir Charles Gairdner Hospital",98,144,3,28,65,47,0
2013-08-16,"Armadale/Kelmscott District Memorial Hospital",27,157,0,20,59,63,13
2013-08-16,"Swan District Hospital",15,122,0,17,55,41,9
2013-08-16,"Rockingham General Hospital",22,136,0,21,53,57,3
2013-08-16,"Joondalup Health Campus",70,222,0,30,64,119,7
2013-08-17,"Royal Perth Hospital",92,231,8,30,108,77,8
2013-08-17,"Fremantle Hospital",55,140,0,21,58,49,10
2013-08-17,"Princess Margaret Hospital For Children",35,224,0,5,58,157,0
2013-08-17,"King Edward Memorial Hospital For Women",3,43,0,0,6,30,7
2013-08-17,"Sir Charles Gairdner Hospital",101,178,0,37,93,43,3
2013-08-17,"Armadale/Kelmscott District Memorial Hospital",19,172,0,17,75,74,4
2013-08-17,"Swan District Hospital",20,126,0,24,48,43,11
2013-08-17,"Rockingham General Hospital",24,167,0,20,61,77,8
2013-08-17,"Joondalup Health Campus",74,288,0,31,124,125,7
2013-08-18,"Royal Perth Hospital",108,262,8,55,80,103,16
2013-08-18,"Fremantle Hospital",57,169,3,25,60,56,25
2013-08-18,"Princess Margaret Hospital For Children",46,240,0,21,66,149,0
2013-08-18,"King Edward Memorial Hospital For Women",4,24,0,0,5,12,7
2013-08-18,"Sir Charles Gairdner Hospital",101,173,3,37,93,40,0
2013-08-18,"Armadale/Kelmscott District Memorial Hospital",19,205,0,28,71,99,5
2013-08-18,"Swan District Hospital",15,128,0,22,51,46,9
2013-08-18,"Rockingham General Hospital",12,159,0,14,60,80,5
2013-08-18,"Joondalup Health Campus",69,284,0,28,109,142,4
2013-08-19,"Royal Perth Hospital",96,238,3,38,82,102,13
2013-08-19,"Fremantle Hospital",64,174,0,22,82,61,8
2013-08-19,"Princess Margaret Hospital For Children",50,226,0,9,66,148,0
2013-08-19,"King Edward Memorial Hospital For Women",4,43,0,0,3,16,24
2013-08-19,"Sir Charles Gairdner Hospital",119,184,0,43,99,39,0
2013-08-19,"Armadale/Kelmscott District Memorial Hospital",26,202,5,20,85,82,10
2013-08-19,"Swan District Hospital",25,131,0,23,57,49,0
2013-08-19,"Rockingham General Hospital",13,178,0,21,50,97,9
2013-08-19,"Joondalup Health Campus",88,280,0,28,106,142,3
2013-08-20,"Royal Perth Hospital",74,205,3,31,67,93,9
2013-08-20,"Fremantle Hospital",56,147,0,22,63,41,20
2013-08-20,"Princess Margaret Hospital For Children",44,225,0,18,64,139,4
2013-08-20,"King Edward Memorial Hospital For Women",4,31,0,0,6,9,16
2013-08-20,"Sir Charles Gairdner Hospital",120,163,0,51,78,32,0
2013-08-20,"Armadale/Kelmscott District Memorial Hospital",24,158,0,22,64,63,8
2013-08-20,"Swan District Hospital",15,124,3,24,38,55,4
2013-08-20,"Rockingham General Hospital",19,138,0,19,48,68,0
2013-08-20,"Joondalup Health Campus",68,231,0,25,69,132,4
2013-08-21,"Royal Perth Hospital",97,214,5,33,76,88,12
2013-08-21,"Fremantle Hospital",70,164,3,22,60,63,16
2013-08-21,"Princess Margaret Hospital For Children",41,213,0,13,61,138,0
2013-08-21,"King Edward Memorial Hospital For Women",4,37,0,0,4,19,14
2013-08-21,"Sir Charles Gairdner Hospital",120,176,4,44,80,46,0
2013-08-21,"Armadale/Kelmscott District Memorial Hospital",23,170,3,17,68,75,7
2013-08-21,"Swan District Hospital",17,123,0,26,61,30,6
2013-08-21,"Rockingham General Hospital",7,147,0,18,67,59,0
2013-08-21,"Joondalup Health Campus",67,252,0,37,89,125,0
2013-08-22,"Royal Perth Hospital",100,242,6,41,90,88,17
2013-08-22,"Fremantle Hospital",50,147,0,26,62,51,8
2013-08-22,"Princess Margaret Hospital For Children",26,233,0,11,63,152,6
2013-08-22,"King Edward Memorial Hospital For Women",5,48,0,0,9,19,20
2013-08-22,"Sir Charles Gairdner Hospital",118,173,5,43,83,39,3
2013-08-22,"Armadale/Kelmscott District Memorial Hospital",22,151,0,24,59,59,9
2013-08-22,"Swan District Hospital",32,139,0,20,47,64,6
2013-08-22,"Rockingham General Hospital",6,142,0,27,53,58,4
2013-08-22,"Joondalup Health Campus",67,241,0,36,103,98,0
2013-08-23,"Royal Perth Hospital",83,227,6,38,102,69,12
2013-08-23,"Fremantle Hospital",59,132,0,27,62,37,6
2013-08-23,"Princess Margaret Hospital For Children",31,204,0,7,51,142,3
2013-08-23,"King Edward Memorial Hospital For Women",6,39,0,0,4,16,19
2013-08-23,"Sir Charles Gairdner Hospital",124,190,0,57,90,39,3
2013-08-23,"Armadale/Kelmscott District Memorial Hospital",25,157,0,24,70,55,7
2013-08-23,"Swan District Hospital",23,121,0,18,48,43,11
2013-08-23,"Rockingham General Hospital",14,141,0,25,49,59,7
2013-08-23,"Joondalup Health Campus",82,250,3,31,97,116,3
2013-08-24,"Royal Perth Hospital",106,263,0,26,108,121,7
2013-08-24,"Fremantle Hospital",64,168,0,38,65,56,8
2013-08-24,"Princess Margaret Hospital For Children",30,214,0,11,46,152,3
2013-08-24,"King Edward Memorial Hospital For Women",4,31,0,0,3,22,6
2013-08-24,"Sir Charles Gairdner Hospital",100,189,4,35,84,63,3
2013-08-24,"Armadale/Kelmscott District Memorial Hospital",17,199,0,22,64,95,18
2013-08-24,"Swan District Hospital",14,129,0,22,53,51,0
2013-08-24,"Rockingham General Hospital",16,140,0,21,52,65,0
2013-08-24,"Joondalup Health Campus",59,253,0,29,86,123,15
2013-08-25,"Royal Perth Hospital",98,238,5,41,87,95,10
2013-08-25,"Fremantle Hospital",62,155,0,23,49,56,27
2013-08-25,"Princess Margaret Hospital For Children",43,220,0,8,56,154,0
2013-08-25,"King Edward Memorial Hospital For Women",3,27,0,0,4,15,7
2013-08-25,"Sir Charles Gairdner Hospital",109,188,4,40,89,53,0
2013-08-25,"Armadale/Kelmscott District Memorial Hospital",16,202,0,29,70,89,12
2013-08-25,"Swan District Hospital",11,151,0,34,46,56,15
2013-08-25,"Rockingham General Hospital",23,155,0,12,49,88,4
2013-08-25,"Joondalup Health Campus",74,303,0,37,122,133,10
2013-08-26,"Royal Perth Hospital",94,245,3,47,96,88,11
2013-08-26,"Fremantle Hospital",77,169,0,39,45,57,26
2013-08-26,"Princess Margaret Hospital For Children",37,238,0,14,60,158,5
2013-08-26,"King Edward Memorial Hospital For Women",5,48,0,0,4,20,24
2013-08-26,"Sir Charles Gairdner Hospital",107,185,3,57,76,43,6
2013-08-26,"Armadale/Kelmscott District Memorial Hospital",27,186,0,25,76,79,5
2013-08-26,"Swan District Hospital",22,137,0,22,59,52,0
2013-08-26,"Rockingham General Hospital",14,160,0,24,55,75,6
2013-08-26,"Joondalup Health Campus",72,265,0,36,90,126,12
2013-08-27,"Royal Perth Hospital",95,192,0,28,69,81,14
2013-08-27,"Fremantle Hospital",61,141,3,32,51,43,12
2013-08-27,"Princess Margaret Hospital For Children",41,215,0,6,69,138,0
2013-08-27,"King Edward Memorial Hospital For Women",3,47,0,0,3,26,18
2013-08-27,"Sir Charles Gairdner Hospital",112,166,4,35,87,39,0
2013-08-27,"Armadale/Kelmscott District Memorial Hospital",29,167,0,30,66,67,3
2013-08-27,"Swan District Hospital",10,130,0,19,50,57,3
2013-08-27,"Rockingham General Hospital",23,123,0,13,39,66,4
2013-08-27,"Joondalup Health Campus",82,255,5,42,96,111,0
2013-08-28,"Royal Perth Hospital",93,243,6,37,72,112,15
2013-08-28,"Fremantle Hospital",82,164,4,26,70,51,13
2013-08-28,"Princess Margaret Hospital For Children",37,211,0,14,54,142,0
2013-08-28,"King Edward Memorial Hospital For Women",0,40,0,0,0,23,17
2013-08-28,"Sir Charles Gairdner Hospital",114,184,4,51,90,37,0
2013-08-28,"Armadale/Kelmscott District Memorial Hospital",20,160,0,21,77,59,3
2013-08-28,"Swan District Hospital",23,137,0,25,45,62,5
2013-08-28,"Rockingham General Hospital",19,160,0,14,58,84,0
2013-08-28,"Joondalup Health Campus",78,230,4,33,87,94,12
2013-08-29,"Royal Perth Hospital",93,234,4,34,99,85,12
2013-08-29,"Fremantle Hospital",69,169,5,18,66,63,17
2013-08-29,"Princess Margaret Hospital For Children",31,206,0,7,55,141,0
2013-08-29,"King Edward Memorial Hospital For Women",5,48,0,0,0,26,20
2013-08-29,"Sir Charles Gairdner Hospital",105,160,0,35,77,45,0
2013-08-29,"Armadale/Kelmscott District Memorial Hospital",30,173,0,25,80,62,6
2013-08-29,"Swan District Hospital",29,141,0,28,59,47,6
2013-08-29,"Rockingham General Hospital",21,166,0,20,67,76,0
2013-08-29,"Joondalup Health Campus",79,253,0,34,113,102,4
2013-08-30,"Royal Perth Hospital",86,205,3,38,88,61,15
2013-08-30,"Fremantle Hospital",67,160,0,34,70,45,11
2013-08-30,"Princess Margaret Hospital For Children",33,185,0,5,48,131,0
2013-08-30,"King Edward Memorial Hospital For Women",4,40,0,0,6,13,21
2013-08-30,"Sir Charles Gairdner Hospital",107,163,5,46,72,34,6
2013-08-30,"Armadale/Kelmscott District Memorial Hospital",26,160,0,20,68,61,10
2013-08-30,"Swan District Hospital",24,133,0,27,63,33,8
2013-08-30,"Rockingham General Hospital",18,150,0,12,58,80,0
2013-08-30,"Joondalup Health Campus",66,260,0,37,95,121,5
2013-08-31,"Royal Perth Hospital",92,220,15,29,94,59,23
2013-08-31,"Fremantle Hospital",64,157,3,40,59,42,13
2013-08-31,"Princess Margaret Hospital For Children",28,208,0,6,50,151,0
2013-08-31,"King Edward Memorial Hospital For Women",4,22,0,0,4,14,4
2013-08-31,"Sir Charles Gairdner Hospital",105,190,4,39,76,65,6
2013-08-31,"Armadale/Kelmscott District Memorial Hospital",18,186,0,27,71,80,8
2013-08-31,"Swan District Hospital",11,132,0,27,57,45,0
2013-08-31,"Rockingham General Hospital",12,142,0,23,51,66,0
2013-08-31,"Joondalup Health Campus",62,267,0,34,101,126,5
2013-09-01,"Royal Perth Hospital",103,239,3,44,75,95,22
2013-09-01,"Fremantle Hospital",63,197,7,28,67,70,25
2013-09-01,"Princess Margaret Hospital For Children",45,247,3,11,74,154,5
2013-09-01,"King Edward Memorial Hospital For Women",0,21,0,0,4,14,3
2013-09-01,"Sir Charles Gairdner Hospital",114,195,0,63,80,46,6
2013-09-01,"Armadale/Kelmscott District Memorial Hospital",18,199,0,27,77,89,6
2013-09-01,"Swan District Hospital",8,149,0,28,70,50,0
2013-09-01,"Rockingham General Hospital",10,148,0,28,49,68,3
2013-09-01,"Joondalup Health Campus",83,287,0,45,113,124,5
2013-09-02,"Royal Perth Hospital",107,245,5,44,98,78,20
2013-09-02,"Fremantle Hospital",79,198,0,29,78,67,23
2013-09-02,"Princess Margaret Hospital For Children",38,251,0,3,65,179,3
2013-09-02,"King Edward Memorial Hospital For Women",0,50,0,0,0,30,20
2013-09-02,"Sir Charles Gairdner Hospital",123,184,6,64,72,36,6
2013-09-02,"Armadale/Kelmscott District Memorial Hospital",23,196,0,21,67,89,19
2013-09-02,"Swan District Hospital",31,133,3,31,54,39,6
2013-09-02,"Rockingham General Hospital",20,182,0,20,80,74,6
2013-09-02,"Joondalup Health Campus",82,300,3,47,115,131,4
2013-09-03,"Royal Perth Hospital",91,195,0,28,62,82,22
2013-09-03,"Fremantle Hospital",53,153,0,26,52,59,15
2013-09-03,"Princess Margaret Hospital For Children",31,228,0,6,66,152,4
2013-09-03,"King Edward Memorial Hospital For Women",5,57,0,0,10,27,20
2013-09-03,"Sir Charles Gairdner Hospital",122,187,5,60,76,43,3
2013-09-03,"Armadale/Kelmscott District Memorial Hospital",22,155,0,24,55,53,22
2013-09-03,"Swan District Hospital",16,131,0,19,59,44,7
2013-09-03,"Rockingham General Hospital",14,167,0,25,66,71,4
2013-09-03,"Joondalup Health Campus",70,240,3,35,98,98,6
2013-09-04,"Royal Perth Hospital",91,220,6,44,79,82,9
2013-09-04,"Fremantle Hospital",65,155,0,26,73,46,9
2013-09-04,"Princess Margaret Hospital For Children",44,215,0,10,49,156,0
2013-09-04,"King Edward Memorial Hospital For Women",4,50,0,0,3,18,29
2013-09-04,"Sir Charles Gairdner Hospital",110,189,4,50,98,37,0
2013-09-04,"Armadale/Kelmscott District Memorial Hospital",22,161,3,22,58,62,16
2013-09-04,"Swan District Hospital",16,147,0,30,49,50,17
2013-09-04,"Rockingham General Hospital",10,161,0,19,50,87,5
2013-09-04,"Joondalup Health Campus",72,260,0,30,73,145,11
2013-09-05,"Royal Perth Hospital",78,205,0,32,77,73,21
2013-09-05,"Fremantle Hospital",71,166,0,24,62,48,30
2013-09-05,"Princess Margaret Hospital For Children",39,209,3,6,74,124,0
2013-09-05,"King Edward Memorial Hospital For Women",3,37,0,0,0,20,16
2013-09-05,"Sir Charles Gairdner Hospital",105,157,3,35,78,39,0
2013-09-05,"Armadale/Kelmscott District Memorial Hospital",20,155,0,18,66,62,9
2013-09-05,"Swan District Hospital",22,128,0,15,58,48,6
2013-09-05,"Rockingham General Hospital",9,136,0,18,42,69,5
2013-09-05,"Joondalup Health Campus",76,241,0,36,69,130,5
2013-09-06,"Royal Perth Hospital",92,198,6,25,67,78,22
2013-09-06,"Fremantle Hospital",56,148,0,25,48,64,11
2013-09-06,"Princess Margaret Hospital For Children",39,210,3,7,56,143,0
2013-09-06,"King Edward Memorial Hospital For Women",11,42,0,0,5,25,11
2013-09-06,"Sir Charles Gairdner Hospital",111,169,3,40,78,43,5
2013-09-06,"Armadale/Kelmscott District Memorial Hospital",21,141,0,21,55,64,0
2013-09-06,"Swan District Hospital",13,114,0,19,34,54,7
2013-09-06,"Rockingham General Hospital",12,142,0,12,59,66,3
2013-09-06,"Joondalup Health Campus",63,244,0,30,84,127,3
2013-09-07,"Royal Perth Hospital",74,228,8,29,72,102,15
2013-09-07,"Fremantle Hospital",56,151,0,23,58,53,16
2013-09-07,"Princess Margaret Hospital For Children",24,194,0,6,38,148,0
2013-09-07,"King Edward Memorial Hospital For Women",7,26,0,0,4,14,7
2013-09-07,"Sir Charles Gairdner Hospital",104,179,0,37,76,59,6
2013-09-07,"Armadale/Kelmscott District Memorial Hospital",15,160,0,17,71,66,6
2013-09-07,"Swan District Hospital",13,132,0,26,59,40,7
2013-09-07,"Rockingham General Hospital",17,128,0,20,48,59,0
2013-09-07,"Joondalup Health Campus",69,235,0,40,88,103,4
2013-09-08,"Royal Perth Hospital",87,225,3,34,91,84,12
2013-09-08,"Fremantle Hospital",62,153,0,28,56,54,15
2013-09-08,"Princess Margaret Hospital For Children",41,276,0,9,80,187,0
2013-09-08,"King Edward Memorial Hospital For Women",4,31,0,0,6,18,7
2013-09-08,"Sir Charles Gairdner Hospital",104,180,4,38,88,49,0
2013-09-08,"Armadale/Kelmscott District Memorial Hospital",21,198,0,28,57,83,29
2013-09-08,"Swan District Hospital",13,120,3,23,48,41,5
2013-09-08,"Rockingham General Hospital",10,164,0,15,66,77,6
2013-09-08,"Joondalup Health Campus",73,260,3,37,95,120,5
2013-09-09,"Royal Perth Hospital",108,247,9,39,89,94,16
2013-09-09,"Fremantle Hospital",64,167,0,37,57,64,7
2013-09-09,"Princess Margaret Hospital For Children",45,243,0,9,61,173,0
2013-09-09,"King Edward Memorial Hospital For Women",5,44,0,0,5,13,25
2013-09-09,"Sir Charles Gairdner Hospital",119,187,4,53,90,33,7
2013-09-09,"Armadale/Kelmscott District Memorial Hospital",32,181,0,30,71,70,8
2013-09-09,"Swan District Hospital",16,135,4,26,49,51,5
2013-09-09,"Rockingham General Hospital",23,182,0,21,72,87,0
2013-09-09,"Joondalup Health Campus",88,284,0,41,103,134,5
2013-09-10,"Royal Perth Hospital",82,218,0,48,78,70,20
2013-09-10,"Fremantle Hospital",74,173,0,28,56,66,21
2013-09-10,"Princess Margaret Hospital For Children",46,238,0,11,54,170,0
2013-09-10,"King Edward Memorial Hospital For Women",8,46,0,0,5,26,15
2013-09-10,"Sir Charles Gairdner Hospital",115,178,7,61,65,36,9
2013-09-10,"Armadale/Kelmscott District Memorial Hospital",29,181,0,40,72,63,6
2013-09-10,"Swan District Hospital",13,128,0,19,52,47,9
2013-09-10,"Rockingham General Hospital",21,156,0,16,47,91,0
2013-09-10,"Joondalup Health Campus",79,247,4,27,104,106,6
2013-09-11,"Royal Perth Hospital",84,201,0,31,69,85,14
2013-09-11,"Fremantle Hospital",59,143,3,27,49,55,9
2013-09-11,"Princess Margaret Hospital For Children",37,169,0,5,50,111,0
2013-09-11,"King Edward Memorial Hospital For Women",0,42,0,0,0,33,8
2013-09-11,"Sir Charles Gairdner Hospital",109,165,3,44,80,35,3
2013-09-11,"Armadale/Kelmscott District Memorial Hospital",22,150,0,32,58,47,12
2013-09-11,"Swan District Hospital",15,121,0,24,48,42,5
2013-09-11,"Rockingham General Hospital",19,142,4,17,63,55,3
2013-09-11,"Joondalup Health Campus",66,237,0,25,87,122,0
2013-09-12,"Royal Perth Hospital",79,193,4,28,57,99,5
2013-09-12,"Fremantle Hospital",61,148,0,30,54,50,13
2013-09-12,"Princess Margaret Hospital For Children",26,199,0,3,63,133,0
2013-09-12,"King Edward Memorial Hospital For Women",7,61,0,0,5,30,24
2013-09-12,"Sir Charles Gairdner Hospital",114,163,3,42,89,29,0
2013-09-12,"Armadale/Kelmscott District Memorial Hospital",20,150,0,16,70,61,0
2013-09-12,"Swan District Hospital",16,117,3,23,47,35,9
2013-09-12,"Rockingham General Hospital",19,141,0,14,54,72,0
2013-09-12,"Joondalup Health Campus",80,243,0,33,82,118,8
2013-09-13,"Royal Perth Hospital",82,209,3,31,83,76,16
2013-09-13,"Fremantle Hospital",71,148,0,29,54,50,13
2013-09-13,"Princess Margaret Hospital For Children",27,185,0,7,41,133,0
2013-09-13,"King Edward Memorial Hospital For Women",7,43,0,0,3,24,15
2013-09-13,"Sir Charles Gairdner Hospital",110,167,3,56,69,38,0
2013-09-13,"Armadale/Kelmscott District Memorial Hospital",19,141,0,24,46,61,10
2013-09-13,"Swan District Hospital",18,138,0,18,64,53,0
2013-09-13,"Rockingham General Hospital",21,132,0,15,51,64,0
2013-09-13,"Joondalup Health Campus",65,233,0,27,79,116,9
2013-09-14,"Royal Perth Hospital",69,203,0,21,75,87,19
2013-09-14,"Fremantle Hospital",55,155,0,22,46,65,21
2013-09-14,"Princess Margaret Hospital For Children",36,176,0,10,53,111,0
2013-09-14,"King Edward Memorial Hospital For Women",3,30,0,0,4,20,6
2013-09-14,"Sir Charles Gairdner Hospital",108,164,3,30,89,41,0
2013-09-14,"Armadale/Kelmscott District Memorial Hospital",22,149,0,27,66,54,0
2013-09-14,"Swan District Hospital",21,120,0,18,40,51,11
2013-09-14,"Rockingham General Hospital",21,128,0,12,56,54,6
2013-09-14,"Joondalup Health Campus",65,207,0,28,96,75,8
2013-09-15,"Royal Perth Hospital",84,213,5,30,72,91,15
2013-09-15,"Fremantle Hospital",64,172,0,27,64,55,24
2013-09-15,"Princess Margaret Hospital For Children",30,185,0,9,52,122,0
2013-09-15,"King Edward Memorial Hospital For Women",3,23,0,0,0,15,7
2013-09-15,"Sir Charles Gairdner Hospital",117,193,9,34,91,52,7
2013-09-15,"Armadale/Kelmscott District Memorial Hospital",15,195,0,21,75,79,19
2013-09-15,"Swan District Hospital",28,154,0,34,60,50,9
2013-09-15,"Rockingham General Hospital",16,144,0,14,54,72,3
2013-09-15,"Joondalup Health Campus",75,262,0,29,84,145,0
2013-09-16,"Royal Perth Hospital",104,222,5,29,99,79,10
2013-09-16,"Fremantle Hospital",68,152,0,21,51,64,14
2013-09-16,"Princess Margaret Hospital For Children",42,204,4,7,58,134,0
2013-09-16,"King Edward Memorial Hospital For Women",4,49,0,0,7,15,27
2013-09-16,"Sir Charles Gairdner Hospital",126,194,7,46,91,44,6
2013-09-16,"Armadale/Kelmscott District Memorial Hospital",23,170,3,21,78,62,6
2013-09-16,"Swan District Hospital",29,114,0,23,48,32,10
2013-09-16,"Rockingham General Hospital",17,152,3,11,51,80,7
2013-09-16,"Joondalup Health Campus",71,261,0,38,90,127,6
2013-09-17,"Royal Perth Hospital",86,217,4,37,74,96,6
2013-09-17,"Fremantle Hospital",60,145,3,25,57,51,9
2013-09-17,"Princess Margaret Hospital For Children",21,186,0,8,56,119,3
2013-09-17,"King Edward Memorial Hospital For Women",0,37,0,0,4,16,16
2013-09-17,"Sir Charles Gairdner Hospital",104,156,5,53,54,39,5
2013-09-17,"Armadale/Kelmscott District Memorial Hospital",23,179,0,15,68,87,9
2013-09-17,"Swan District Hospital",23,122,0,21,49,43,7
2013-09-17,"Rockingham General Hospital",16,127,0,12,42,68,5
